"Election","Electorate","Area","Booth","Green Party","Labour Party","National Party","New Zealand First Party","Total Valid Party Votes"
2014,"Dunedin South","Brighton","Big Rock School, 2 Bath Street",0.1147959184,0.3341836735,0.3724489796,0.1147959184,392
2014,"Northland","Omapere","Opononi Area School, 263 State Highway 12",0.2195121951,0.2975609756,0.2975609756,0.1073170732,205
2011,"Napier","Tamatea","Porritt School, 36 Lyttelton Crescent",0.0989010989,0.3494505495,0.4087912088,0.0769230769,455
2011,"Waikato","Ngaruawahia","Waipa School, Kia Toa Road",0.0907258065,0.3508064516,0.3266129032,0.1451612903,496
2014,"Christchurch Central","Redwood","Redwood Play Centre, 40 Dunedin Street",0.0681818182,0.2818181818,0.5,0.0772727273,660
2011,"New Plymouth","New Plymouth","Boys' High School, Pridham Hall, 97 Eliot Street",0.0965665236,0.1845493562,0.6072961373,0.0643776824,466
2011,"Clutha-Southland","Balclutha","Rosebank School Hall, 21 Frances Street",0.072555205,0.2255520505,0.5662460568,0.0630914826,634
2011,"Mt Albert","Avondale","Avondale Community Centre, 99 Rosebank Road",0.0764119601,0.6212624585,0.1794019934,0.061461794,602
2014,"Whanganui","Tawhero","Tawhero School, 27 Totara Street",0.0729001585,0.3755942948,0.3058637084,0.147385103,631
2014,"Whanganui","Whanganui","Keith Street School, 38-46 Keith Street",0.0686567164,0.3970149254,0.3104477612,0.1343283582,670
2014,"Whanganui","Whanganui","Wanganui City College, 84 Ingestre Street",0.0770519263,0.2680067002,0.4304857621,0.1507537688,597
2014,"Hutt South","Boulcott","Boulcott School, 9 Boulcott Street",0.0972515856,0.1754756871,0.6469344609,0.021141649,473
2014,"Hutt South","Wainuiomata","Wainuiomata Intermediate School, 66 Konini Street",0.0487804878,0.4199363733,0.3255567338,0.1336161188,943
2011,"East Coast","Gisborne","Mangapapa Residents Hall, 351 Ormond Road",0.062585034,0.2993197279,0.4693877551,0.1129251701,735
2014,"Tukituki","Mahora","Aubyn Theatre, 815 St Aubyn Street West",0.074433657,0.3106796117,0.4595469256,0.0857605178,618
2011,"Tauranga","Mt Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)",0.1742424242,0.2310606061,0.4053030303,0.1287878788,264
2011,"East Coast Bays","Other Vote","Votes Allowed for Party Only",0.1393939394,0.2787878788,0.4606060606,0.0333333333,330
2014,"Helensville","Paremoremo","Ridgeview School, 1 Cutts Crescent",0.1031390135,0.1053811659,0.600896861,0.0717488789,446
2011,"New Lynn","New Lynn","Pule La'a Methodist Church Hall, 39-43 Margan Avenue",0.074554295,0.4862236629,0.3111831442,0.0648298217,617
2014,"New Plymouth","Egmont Village","Egmont Village School Hall, 1052 Junction Road",0.1155778894,0.1005025126,0.608040201,0.1105527638,398
2011,"Ikaroa-Rāwhiti","Gisborne","Ilminster Intermediate, De Lautour Road",0.1580756014,0.5463917526,0.058419244,0.0652920962,291
2011,"Helensville","Whenuapai","Whenuapai School, 14 Airport Road",0.075040783,0.0864600326,0.7373572594,0.0505709625,613
2011,"Northland","Rawene","Rawene School, Marmon Street",0.2254901961,0.2401960784,0.2794117647,0.1323529412,204
2011,"Waimakariri","Other Vote","Ordinary Votes BEFORE polling day - Taken in Ilam",0.0944558522,0.2258726899,0.5954825462,0.0492813142,487
2011,"Wigram","Sockburn","Montessori Pre School, 108 Racecourse Road",0.1019955654,0.2904656319,0.4611973392,0.0864745011,451
2014,"Manurewa","Weymouth","Special Votes BEFORE polling day",0.0426716141,0.607606679,0.2124304267,0.0723562152,1078
2011,"Hunua","Bombay","Bombay School, 35 Paparata Road",0.0559610706,0.0851581509,0.7493917275,0.0413625304,822
2011,"Wairarapa","Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road",0.0848708487,0.2250922509,0.5664206642,0.0498154982,542
2011,"Kaikōura","Cheviot","Knox Church Hall, 13 Reeves Street",0.123655914,0.1612903226,0.5806451613,0.0725806452,372
2011,"Kaikōura","Hanmer Springs","Hanmer Springs Memorial Hall, corner Amuri Avenue and Cheltenham Street",0.1004366812,0.115720524,0.6986899563,0.0327510917,458
2011,"Kaikōura","Havelock","Havelock School, 47 Main Road",0.1119221411,0.1849148418,0.5352798054,0.0900243309,411
2011,"Kaikōura","Leithfield","Leithfield School, 64 Old Main Road",0.1274238227,0.2022160665,0.5346260388,0.0858725762,361
2011,"Whanganui","Castlecliff","Castlecliff School, 25 Polson Street",0.0848708487,0.4649446494,0.2453874539,0.1457564576,542
2011,"Whanganui","Hawera","Presbyterian Centre, 35 Argyle Street",0.0690690691,0.2792792793,0.490990991,0.1051051051,666
2014,"New Lynn","Lynfield","Lynfield College School, 191 White Swan Road (main entrance)",0.0709876543,0.3070987654,0.4938271605,0.0570987654,648
2014,"Rangitata","Ashburton","Hampstead School, 55 Wellington Street",0.0612516644,0.2862849534,0.4793608522,0.1011984021,751
2014,"Rangitata","Winchmore","Overseas Special Votes including Defence Force",0.1869918699,0.1341463415,0.5447154472,0.0325203252,246
2011,"Waiariki","Other Vote","Votes Allowed for Party Only",0.093495935,0.3678861789,0.0711382114,0.0731707317,492
2011,"Port Hills","Opawa","Opawa Baptist Friendship Centre, 282 Wilsons Road",0.2288557214,0.3532338308,0.3084577114,0.07960199,201
2014,"Christchurch East","Burwood","Waitakiri School, 255 New Brighton Road",0.0910891089,0.2099009901,0.5524752475,0.0772277228,505
2014,"Rimutaka","Brown Owl","St Peter Chanel Catholic Centre, 1285 Fergusson Drive",0.0619111709,0.2530282638,0.4872139973,0.1251682369,743
2014,"Rimutaka","Parkdale","Birchville School, 16 Gemstone Drive",0.0960334029,0.2901878914,0.4154488518,0.127348643,479
2014,"Rimutaka","Upper Hutt","Wesley Centre (St David's Hall), 1 Benzie Avenue",0.0754098361,0.2491803279,0.4803278689,0.1426229508,610
2011,"Ōhariu","Harbour View","Garage, 36 Viewmont Drive",0.0884615385,0.1673076923,0.6461538462,0.025,520
2014,"Ikaroa-Rāwhiti","Makaraka","Gisborne, A and P Showgrounds, 20 Main Road ",0.1924686192,0.4351464435,0.0209205021,0.0669456067,239
2014,"Palmerston North","Hokowhitu","Ryder-Cheshire Centre, 114 Te Awe Awe Street",0.1074766355,0.1939252336,0.5981308411,0.0514018692,428
2014,"Rotorua","Rotorua","Malfroy School, 196 Malfroy Road",0.0617449664,0.3395973154,0.4134228188,0.111409396,745
2014,"Selwyn","Lincoln","Lincoln University, George Forbes Building, corner Springs & Ellesmere Junction Road",0.1318051576,0.1375358166,0.6361031519,0.0515759312,349
2011,"Taupō","Cambridge","Leamington Bowling Club, Leamington Domain, 12 Scott Street",0.1052631579,0.1212814645,0.5972540046,0.1006864989,437
2014,"Kaikōura","Hanmer Springs","Hanmer Springs School, 8 Cheltenham Street",0.0989247312,0.1096774194,0.664516129,0.0623655914,465
2011,"Mana","Ascot Park","Rangikura School, 95 Conclusion Street",0.0777027027,0.5726351351,0.2347972973,0.0777027027,592
2014,"Taupō","Cambridge","Cambridge High School, 25 Swayne Road",0.0888030888,0.11003861,0.6602316602,0.0598455598,518
2011,"Whangarei","Maunu","Maunu Health Camp, 436 Maunu Road",0.0894941634,0.1381322957,0.5836575875,0.1031128405,514
2014,"Wigram","Hoon Hay","Rowley Avenue School Hall, 48 Rowley Avenue",0.090729783,0.5128205128,0.2682445759,0.0690335306,507
2011,"Christchurch Central","Shirley","MacFarlane Park Free Kindergarten, 19 Acheson Avenue",0.115,0.4975,0.2875,0.0525,400
2014,"Coromandel","Kuaotunu","Kuaotunu Hall, corner Black Jack & Irish Town Roads",0.2243902439,0.112195122,0.4634146341,0.0926829268,205
2014,"Maungakiekie","Panmure","Panmure Community Centre, 7-13 Pilkington Road",0.0767946578,0.510851419,0.3021702838,0.0567612688,599
2014,"Dunedin South","Ocean View","Ocean View Public Hall, 812 Brighton Road",0.1256830601,0.2868852459,0.3797814208,0.1475409836,366
2014,"Dunedin South","South Dunedin","Methodist Church Hall, 11 Wesley Street",0.1508196721,0.4983606557,0.1967213115,0.0983606557,305
2014,"Wellington Central","Newtown","Te Whaea New Zealand School of Dance, 11 Hutchison Road",0.3194444444,0.3194444444,0.2569444444,0.0625,144
2011,"Te Tai Hauāuru","Other Vote","Votes Allowed for Party Only",0.112195122,0.4853658537,0.0682926829,0.0463414634,410
2014,"Christchurch Central","Linwood","Linwood Avenue School, 260 Linwood Avenue",0.1722846442,0.4494382022,0.2471910112,0.074906367,267
2011,"Rangitata","Temuka","St John Ambulance Hall, 47 King Street",0.118251928,0.3264781491,0.3933161954,0.1002570694,389
2014,"Papakura","Manurewa","The Gardens School Hall, 101 Charles Prevost Drive",0.039134055,0.164029975,0.6877601998,0.051623647,1201
2014,"Papakura","Papakura","Papakura High School Hall, 11 Willis Road",0.0632570659,0.3647375505,0.3660834455,0.1520861373,743
2011,"Mt Albert","Avondale","Avondale Baptist Church, 1288 New North Road",0.2326732673,0.2821782178,0.3861386139,0.0198019802,202
2011,"Mt Albert","Mt Eden","St Albans Anglican Church Hall, 443 Dominion Road",0.2303921569,0.2303921569,0.387254902,0.0784313725,204
2011,"Selwyn","Westmorland","Garage, 68 Penruddock Rise",0.1053811659,0.1278026906,0.6995515695,0.033632287,446
2011,"Coromandel","Athenree","Athenree Fire Brigade Hall, 43 Roretana Drive",0.1129807692,0.1586538462,0.5048076923,0.1201923077,416
2011,"Coromandel","Colville","Colville School, 2391 Main Road",0.2883435583,0.1595092025,0.3190184049,0.1104294479,163
2011,"East Coast","Kutarere","Kutarere School, 461 State Highway 2",0.2831325301,0.0843373494,0.421686747,0.1325301205,166
2011,"East Coast","Other Vote","Special Votes BEFORE polling day",0.125,0.2180851064,0.5265957447,0.0505319149,376
2011,"East Coast","Other Vote","Votes Allowed for Party Only",0.1350574713,0.4109195402,0.2097701149,0.0890804598,348
2014,"Waitaki","Clyde","Primary School Hall, 25 Blyth Street",0.0738993711,0.1635220126,0.6305031447,0.0754716981,636
2011,"Te Atatū","Henderson","Henderson North School, 14 Norval Road",0.0680173661,0.4341534009,0.3863965268,0.0506512301,691
2014,"Ōhāriu","Tawa","Hampton Hill School Library, 4 Rimu Street",0.1358381503,0.2456647399,0.4739884393,0.0664739884,346
2011,"Tauranga","Tauranga","Merivale School, 26 Kesteven Avenue",0.0905587669,0.2620423892,0.3198458574,0.2273603083,519
2014,"Mana","Titahi Bay","Niblick Hall, 1 Niblick Lane",0.1093023256,0.4069767442,0.3023255814,0.1372093023,430
2014,"Mt Roskill","Mt Roskill","St John's Presbyterian Church, 422 Mt Albert Road",0.0795262267,0.3976311337,0.3604060914,0.0423011844,591
2014,"Tauranga","Pyes Pa","Aquinas College, 183 Pyes Pa Road",0.0491631799,0.1161087866,0.6537656904,0.1150627615,956
2014,"Tauranga","Tauranga","Tauranga Intermediate School, 30 18th Avenue",0.0808950086,0.2082616179,0.4750430293,0.156626506,581
2011,"Ikaroa-Rāwhiti","Ruatoria","Te Kura Kaupapa Māori O Te Waiu O Ngati Porou, 13 Tuparoa Road",0.1551155116,0.3135313531,0.0429042904,0.1089108911,303
2011,"Waimakariri","Redwood","Redwood Play Centre, 40 Dunedin Street",0.0758064516,0.3290322581,0.4951612903,0.0596774194,620
2011,"Wigram","Upper Riccarton","St Thomas of Canterbury College, 69 Middlepark Road",0.1284153005,0.2404371585,0.4918032787,0.0819672131,366
2014,"Bay of Plenty","Papamoa","Te Akau ki Papamoa Primary School, 29 Doncaster Drive",0.0748407643,0.1815286624,0.5748407643,0.1178343949,628
2014,"Māngere","Papatoetoe","Special Votes BEFORE polling day",0.036377709,0.7600619195,0.1037151703,0.0495356037,1292
2014,"Whangarei","Morningside","Morningside School, 53A Morningside Road",0.0934393638,0.2186878728,0.3836978131,0.1789264414,503
2011,"Kaikōura","Blenheim","Mayfield School Hall, 79 Hutcheson Street",0.0793918919,0.2905405405,0.4679054054,0.0878378378,592
2014,"East Coast Bays","Torbay","Votes Allowed for Party Only",0.097107438,0.1756198347,0.5371900826,0.055785124,484
2011,"Waitakere","Sunnyvale","Sunnyvale Community Hall, 18 Sunnyside Road",0.0932539683,0.4325396825,0.3214285714,0.1071428571,504
2014,"Te Atatū","Henderson","Henderson High School, 31 Henderson Valley Road",0.097107438,0.3719008264,0.3367768595,0.1033057851,484
2011,"Te Tai Tonga","Other Vote","Ordinary Votes BEFORE polling day - Taken in Wellington Central",0.2582417582,0.3131868132,0.0659340659,0.043956044,182
2014,"Ilam","Fendalton","Medbury School Hall, corner Clyde & Creyke Roads",0.1028446389,0.1006564551,0.7330415755,0.0218818381,457
2011,"Port Hills","Woolston","Edmonds-Smith Street Kindergarten, 21 Smith Street",0.1298342541,0.4281767956,0.317679558,0.0690607735,362
2011,"Rongotai","Wellington City","Capital E, Civic Square",0.3671875,0.3203125,0.28125,0.015625,128
2014,"Hunua","Awhitu","Awhitu District School, corner Matakawa & Awhitu Roads",0.1127098321,0.1774580336,0.4892086331,0.1199040767,417
2011,"Mt Roskill","Avondale","Avondale Baptist Church, 1288 New North Road",0.1390532544,0.3698224852,0.3609467456,0.0857988166,338
2014,"Rotorua","Rotorua","Kawaha Point School, 72 Aquarius Drive",0.0600255428,0.2298850575,0.5159642401,0.1315453384,783
2014,"Selwyn","Glentunnel","Glentunnel School, Homebush Road",0.1398809524,0.2053571429,0.4732142857,0.1071428571,336
2014,"Selwyn","Springston","Springston Primary School Library, 16-20 Leeston Road",0.0987394958,0.0819327731,0.6722689076,0.0735294118,476
2011,"Botany","Botany Downs","Botany Downs Primary School, 35 Mirrabooka Avenue",0.0394957983,0.1495798319,0.6764705882,0.068907563,1190
2011,"West Coast-Tasman","Riwaka","Riwaka School, 22 School Road",0.1492063492,0.3238095238,0.4031746032,0.0634920635,315
2014,"Upper Harbour","Glenfield","Glenfield Community Centre, corner Glenfield Road & Bentley Avenue",0.093625498,0.296812749,0.4322709163,0.0717131474,502
2014,"Upper Harbour","Massey","Don Buck School, 124 Don Buck Road",0.0675287356,0.4166666667,0.3635057471,0.0890804598,696
2011,"Hutt South","Petone","St Augustines Cub Group Hall, 71 Udy Street",0.1643356643,0.2972027972,0.4405594406,0.0559440559,286
2011,"Whangarei","Mangapai","Mangapai Hall, corner McAlister & Mangapai Roads ",0.1506410256,0.1217948718,0.5352564103,0.0769230769,312
2011,"Christchurch Central","St Albans","St Albans Baptist Church, 64 McFaddens Road",0.1151960784,0.2156862745,0.5490196078,0.056372549,408
2011,"Hamilton West","Frankton","Westside Presbyterian Church Hall, 11 King Street",0.1008583691,0.2939914163,0.482832618,0.0600858369,466
2011,"Epsom","Mt Eden","St Albans Anglican Church Hall, 443 Dominion Road",0.2136363636,0.2636363636,0.4272727273,0.0454545455,220
2014,"Northland","Maungaturoto","Maungaturoto School, 8 Gorge Road",0.0863970588,0.1691176471,0.4246323529,0.1507352941,544
2014,"Northland","Rawene","Rawene School, Marmon Street",0.2397959184,0.2908163265,0.2193877551,0.1173469388,196
2011,"Dunedin South","St Kilda","Holy Cross Anglican Church,17 Ajax Street",0.125,0.4574468085,0.2420212766,0.1382978723,376
2014,"Clutha-Southland","Queenstown","Queenstown Primary School Hall, 20 Robins Road",0.1678571429,0.1607142857,0.5821428571,0.0321428571,280
2011,"Waikato","Morrinsville","Morrinsville College, Alexandra Avenue",0.0672389127,0.1831187411,0.6022889843,0.0758226037,699
2011,"Rangitata","Timaru","Gleniti School, 22 Heath Street",0.0759289176,0.1890145396,0.6413570275,0.0549273021,619
2014,"Papakura","Papakura","Papakura Anglican Church Hall, 40 Coles Crescent",0.0679886686,0.2521246459,0.5155807365,0.1161473088,706
2011,"Selwyn","Other Vote","Overseas Special Votes including Defence Force",0.2025316456,0.1518987342,0.5780590717,0.0210970464,237
2014,"Ōtaki","Paraparaumu","Mazengarb Sports Complex, Mazengarb Road",0.0882352941,0.1599264706,0.6525735294,0.0625,544
2014,"Whanganui","Aramoho","Aramoho School, 2 Mitchell Street",0.0941176471,0.3843137255,0.3019607843,0.137254902,510
2014,"Hutt South","Hutt Central","St Bernard's College, 183 Waterloo Road",0.0740740741,0.200617284,0.6111111111,0.0416666667,648
2014,"Ōhāriu","Wilton","Otari School Hall, 166 Wilton Road",0.3870967742,0.2016129032,0.3306451613,0.0241935484,124
2014,"Invercargill","Invercargill","Newfield Public Hall, 707 Tweed Street",0.0524017467,0.327510917,0.403930131,0.1615720524,916
2011,"Rangitīkei","Bulls","Clifton School, 3 Clifton Street",0.0869565217,0.1902173913,0.5326086957,0.0923913043,552
2011,"Palmerston North","West End","IHC Day Base, 153 Cook Street",0.1391304348,0.368115942,0.3275362319,0.0811594203,345
2014,"Auckland Central","Newton","Unitarian Church Hall, 1A Ponsonby Road",0.2424242424,0.2929292929,0.3636363636,0.0454545455,198
2014,"Mt Roskill","Mt Roskill","Hay Park School, 670 Richardson Road",0.0408858603,0.5161839864,0.3211243612,0.0485519591,1174
2014,"Mt Roskill","Mt Roskill","Mt Roskill Intermediate School, 62 Denbigh Avenue",0.0732824427,0.3954198473,0.3740458015,0.0442748092,655
2011,"Northland","Peria","Peria School, 1430 Oruru Road",0.3287671233,0.2876712329,0.1712328767,0.1095890411,146
2011,"Waimakariri","Redwood","Northcote School, 26 Tuckers Road",0.07960199,0.3665008292,0.4245439469,0.0713101161,603
2011,"Rodney","Point Wells","Point Wells Community Hall, 5 Point Wells Road",0.0869565217,0.0652173913,0.7065217391,0.0597826087,552
2014,"Napier","Bayview","Bayview Shops, 20 Hill Road",0.0608365019,0.1825095057,0.6273764259,0.0481622307,789
2014,"Botany","Whitford","Special Votes BEFORE polling day",0.0552359033,0.3567318757,0.4510932106,0.0529344074,869
2014,"Whangarei","Riverside","Shackleton Scout Hall, 52a Riverside Drive",0.1273209549,0.1644562334,0.4588859416,0.1564986737,377
2014,"Waimakariri","West Eyreton","West Eyreton School, 1650 North Eyre Road",0.0907372401,0.1550094518,0.5916824197,0.0793950851,529
2011,"Kaikōura","Blenheim","Nativity Anglican Church Hall, 76 Alfred Street",0.1481481481,0.2438271605,0.4660493827,0.0833333333,324
2014,"East Coast","Opotiki","Opotiki College Hall, St John Street",0.1407624633,0.2815249267,0.3988269795,0.0967741935,341
2014,"New Lynn","Blockhouse Bay","Blockhouse Bay Baptist Church, 504 Blockhouse Bay Road",0.071964018,0.2938530735,0.4437781109,0.0734632684,667
2014,"Rangitata","Timaru","Timaru Girls High School, corner Hassall & Cain Streets",0.1185185185,0.3358024691,0.3530864198,0.1185185185,405
2011,"Ilam","Other Vote","Ordinary Votes BEFORE polling day - Taken in Christchurch Central",0.1078651685,0.1865168539,0.6247191011,0.0269662921,445
2011,"Papakura","Papakura","Papakura High School, 11 Willis Road",0.056206089,0.3899297424,0.3770491803,0.1159250585,854
2011,"Port Hills","Sydenham","Sydenham Community Centre, 23-25 Hutcheson Street",0.16,0.3433333333,0.3766666667,0.07,300
2014,"Christchurch East","Linwood","St Chad's Anglican Church Hall, corner Carnarvon Street & Buckleys Road",0.1212121212,0.3712121212,0.3232323232,0.1161616162,396
2014,"Rimutaka","Wallaceville","Baptist Church Hall, 1 Milton Street",0.0885608856,0.2970479705,0.4354243542,0.1125461255,542
2014,"Waikato","Morrinsville","David Street School, 45 David Street",0.0478087649,0.1653386454,0.5866533865,0.1215139442,1004
2014,"Pakuranga","Mellons Bay","Mellons Bay Primary School, 140 Mellons Bay Road",0.0557491289,0.0789779326,0.7119628339,0.0662020906,861
2011,"Dunedin North","Kaikorai","Kaikorai Valley College, 500 Kaikorai Valley Road ",0.1627118644,0.3796610169,0.3728813559,0.0576271186,295
2011,"Mt Roskill","Mt Roskill","Sunnydene Special School, 48 Smallfield Avenue",0.128,0.5973333333,0.1973333333,0.0426666667,375
2011,"Taupō","Taupo","Taupo Primary School, corner Tamamutu & Ruapehu Streets",0.0872727273,0.1927272727,0.5709090909,0.0854545455,550
2011,"Taupō","Tokoroa","Tokoroa North School, 29 Paraonui Road",0.0701754386,0.3362573099,0.4342105263,0.100877193,684
2011,"West Coast-Tasman","Dovedale","Dovedale School,  Dovedale Road ",0.2448979592,0.1683673469,0.5,0.0357142857,196
2014,"Rodney","Silverdale","Silverdale Primary School Library, 4 Longmore Lane",0.0592592593,0.0851851852,0.7,0.0469135802,810
2011,"Hutt South","Hutt Central","Knox Presbyterian Church Hall, 574 High Street",0.0975609756,0.1951219512,0.5914634146,0.0548780488,492
2011,"Hutt South","Other Vote","Special Votes BEFORE polling day",0.1078651685,0.4382022472,0.3348314607,0.0719101124,445
2011,"Waitaki","Oamaru","Eveline Church Hall, 424a Thames Highway",0.0507936508,0.344973545,0.4772486772,0.0825396825,945
2011,"Waitaki","Oamaru","North School, 40 Torridge Street",0.0892193309,0.3791821561,0.3996282528,0.063197026,538
2011,"Waitaki","Other Vote","Overseas Special Votes including Defence Force",0.2376237624,0.1485148515,0.5693069307,0.004950495,202
2011,"Christchurch Central","Linwood","Linwood Avenue School, 260 Linwood Avenue",0.1340782123,0.4888268156,0.2765363128,0.0363128492,358
2014,"Dunedin South","Musselburgh","Musselburgh School Library, 34 Marlow Street",0.1176470588,0.4583333333,0.2916666667,0.0857843137,408
2014,"Dunedin South","Outram","Outram School, 1 Beaumaris Street",0.0769230769,0.1330128205,0.6939102564,0.0528846154,624
2014,"Taranaki-King Country","Te Awamutu","Te Awamutu Primary School, 401 Teasdale Street",0.0616966581,0.1619537275,0.5668380463,0.0976863753,778
2014,"Rongotai","Breaker Bay","Breaker Bay Hall, 150 Breaker Bay Road",0.3243243243,0.2702702703,0.3378378378,0.0405405405,148
2014,"Rongotai","Wellington City","Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",0.3333333333,0.1597222222,0.4305555556,0.0277777778,144
2014,"Northland","Kohukohu","Kohukohu Primary School, Beach Road",0.3137254902,0.2679738562,0.2418300654,0.0980392157,153
2014,"Port Hills","Woolston","CPIT, Student Services Building, corner Ensors Road & Sulllivan Avenue",0.2162162162,0.3333333333,0.2747747748,0.0765765766,222
2011,"Napier","Other Vote","Special Votes BEFORE polling day",0.1224489796,0.2806122449,0.4846938776,0.0612244898,392
2011,"Invercargill","Invercargill","Lindisfarne Kindergarten, 34 Mitchell Street",0.093385214,0.3501945525,0.4455252918,0.0680933852,514
2011,"Rangitata","Temuka","Opihi College, 83 Richard Pearse Drive",0.0733944954,0.3379204893,0.4571865443,0.0688073394,654
2014,"Ōtaki","Ohau","Ohau School, 13 Muhunoa East Road",0.0897435897,0.1575091575,0.5970695971,0.0860805861,546
2014,"Ōtaki","Waikanae","Waikanae Funeral Home, corner Kapanui Road & Omahi Street",0.0936902486,0.1854684512,0.5812619503,0.0611854685,523
2014,"Whanganui","Gonville","Baden Powell Scout Hall, 13 Swiss Avenue",0.078525641,0.4358974359,0.2195512821,0.1490384615,624
2014,"Whanganui","Whanganui East","Wanganui East School, Patapu Street",0.086115993,0.3374340949,0.3532513181,0.1282952548,569
2014,"Wairarapa","Masterton","Fernridge School Hall, 264 Upper Plain Road",0.1,0.1346938776,0.5918367347,0.0897959184,490
2011,"Te Atatū","Other Vote","Votes Allowed for Party Only",0.0755007704,0.56394453,0.2372881356,0.0385208012,649
2011,"Palmerston North","Terrace End","St David's Community Centre, 9 Rainforth Street",0.0868794326,0.3439716312,0.4397163121,0.054964539,564
2014,"West Coast-Tasman","Pohara","Pohara Hall, Abel Tasman Drive",0.2355769231,0.1875,0.4567307692,0.0432692308,208
2014,"Mt Roskill","Three Kings","Mt Roskill Primary School, 37 Frost Road",0.0536105033,0.4070021882,0.4584245077,0.0284463895,914
2014,"New Plymouth","New Plymouth","St Chad's Church Hall, 12 Omata Road",0.072808321,0.2778603269,0.4799405646,0.1114413076,673
2011,"Helensville","Taupaki","Taupaki School, 14 Cottle Road",0.0917602996,0.0898876404,0.6928838951,0.0580524345,534
2011,"Waimakariri","Fernside","Fernside School, 285 O'Roarkes Road",0.0709117221,0.1316931983,0.7076700434,0.0376266281,691
2014,"Manurewa","Manurewa","Manurewa Library, 7 Hill Road",0.0482283465,0.468503937,0.3287401575,0.0836614173,1016
2014,"Waimakariri","Belfast","Belfast Salvation Army, 794 Main North Road",0.0694050992,0.2337110482,0.5566572238,0.0906515581,706
2014,"Waimakariri","Clarkville","Clarkville School, 10 Heywards Road",0.0944123314,0.1021194605,0.710982659,0.0462427746,519
2014,"Waimakariri","Rangiora","Rangiora New Life School, 2 Denchs Road",0.0597560976,0.1756097561,0.5853658537,0.0853658537,820
2011,"Wairarapa","Dannevirke","Dannevirke South School Hall, corner Stairs & Hunter Streets",0.0826306914,0.197301855,0.5430016863,0.0876897133,593
2011,"Wairarapa","Masterton","Chanel College Hall, 26 Herbert Street",0.0704022989,0.367816092,0.4066091954,0.0747126437,696
2011,"Kaikōura","Blenheim","Baptist Church Hall, 8 Beaver Road",0.0924528302,0.2169811321,0.5283018868,0.0698113208,530
2011,"Kaikōura","Picton","Picton School, corner Buller & Kent Streets",0.1186440678,0.3317191283,0.3656174334,0.1162227603,413
2014,"Te Atatū","Henderson","Henderson North School, 14 Norval Road",0.0824915825,0.3720538721,0.3939393939,0.0589225589,594
2014,"East Coast","Ohope","Ohope Beach School, 170 Pohutukawa Avenue",0.1108597285,0.1334841629,0.5678733032,0.0837104072,442
2014,"Rangitata","Temuka","Opihi College, 83 Richard Pearse Drive",0.0837606838,0.2837606838,0.4786324786,0.0854700855,585
2014,"Rangitata","Temuka","Presbyterian Church Complex, corner Hally Terrace & Wilmshurst Road",0.0770440252,0.2641509434,0.5047169811,0.0990566038,636
2014,"Rangitata","Temuka","Temuka Primary School, 9 Hayhurst Street",0.0843373494,0.3321858864,0.4234079174,0.091222031,581
2014,"Rangitata","Timaru","Church Street Bible Chapel, 213 Church Street (corner Avenue Road)",0.0887681159,0.3315217391,0.4528985507,0.0652173913,552
2014,"Rangitata","Timaru","Highfield School, 26 Rimu Street",0.1129032258,0.2465437788,0.4838709677,0.0760368664,434
2011,"Bay of Plenty","Tauranga","Tauriko School, State Highway 29",0.0808580858,0.100660066,0.5841584158,0.1584158416,606
2011,"Rotorua","Lake Okareka","Lake Okareka Community Hall, 75 Loop Road",0.2033195021,0.0580912863,0.643153527,0.0580912863,241
2011,"Taupō","Cambridge","Raleigh Street Christian Centre, 24 Raleigh Street",0.0517423442,0.1763463569,0.6145723337,0.090813094,947
2011,"West Coast-Tasman","Hokitika","Westland High School, 140 Hampden Street",0.1158392435,0.2695035461,0.5035460993,0.0401891253,423
2011,"West Coast-Tasman","Tapawera ","Tapawera Area School, 46 Main Road",0.1445427729,0.1946902655,0.4985250737,0.0737463127,339
2014,"Rodney","Whangaparaoa","Votes Allowed for Party Only",0.1,0.2224489796,0.4693877551,0.106122449,490
2014,"Kaikōura","Woodbourne","Votes Allowed for Party Only",0.1560509554,0.2961783439,0.3789808917,0.0987261146,314
2011,"Mana","Other Vote","Ordinary Votes BEFORE polling day - Taken in Wellington Central",0.1967871486,0.297188755,0.437751004,0.0200803213,249
2011,"Hutt South","Hutt Central","Sts Peter and Paul School, Myrtle Street",0.0985915493,0.2354124748,0.5573440644,0.060362173,497
2011,"Waitaki","Kakanui","Kakanui Primary School, 5 Fyfe Place",0.1794871795,0.2417582418,0.3919413919,0.0989010989,273
2014,"Taupō","Taupo","Taupo Baptist Church Hall, corner Rifle Range & Taupo View Roads",0.0704022989,0.183908046,0.5028735632,0.1408045977,696
2011,"Whangarei","Whangarei","Archibald Mitsubishi, 50 Reyburn Street",0.0853658537,0.1585365854,0.5540069686,0.0993031359,574
2011,"Whangarei","Other Vote","Special Votes BEFORE polling day",0.1212871287,0.1905940594,0.5099009901,0.0965346535,404
2011,"Taranaki-King Country","Ohaupo","Ohaupo Memorial Hall, 98 Great South Road",0.0796747967,0.125203252,0.6536585366,0.0650406504,615
