Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
53,Tukituki,2359,Flaxmere,"Ellen Stevenson Kindergarten, 90 Chatham Road",1925187.525,5607687.424
53,Tukituki,2360,Flaxmere,"Irongate School, 16 Walton Way",1924679.378,5606649.323
53,Tukituki,2361,Flaxmere,"Kimi Ora Community School, 1 Boston Crescent",1923928.189,5608319.591
53,Tukituki,2362,Flaxmere,"Peterhead School, 10 Peterhead Avenue",1925423.111,5606455.38
53,Tukituki,2363,Flaxmere,"Flaxmere Primary School, 20 Henderson Road",1925454.893,5607279.138
53,Tukituki,2364,Frimley,"Frimley School, 202 Frimley Road",1929030.408,5606541.574
53,Tukituki,2365,Havelock North,"Arataki Holiday Park, 139 Arataki Road",1934739.866,5602697.603
53,Tukituki,2366,Havelock North,"Havelock North High School, 177 Te Mata Road",1934116.452,5601989.759
53,Tukituki,2367,Havelock North,"Lucknow School, 42 Elliott Crescent",1932046.679,5601253.505
53,Tukituki,2368,Havelock North,"Our Lady of the Lourdes Parish Hall, 85 Te Mata Road",1933474.816,5602085.676
53,Tukituki,2369,Havelock North,"Havelock North Primary School, 9 Campbell Street",1932822.341,5601527.972
53,Tukituki,2371,Havelock North,"St Columbas Hall, Te Mata Road",1932765.229,5601752.168
53,Tukituki,2372,Kereru,"Kereru School, 2306 Kereru Road",1892352.703,5604885.222
53,Tukituki,2373,Mahora,"Aubyn Theatre, 815 St Aubyn Street West",1929381.843,5606171.336
53,Tukituki,2374,Mahora,"Mahora School, 710 Frederick Street",1930282.538,5606684.089
53,Tukituki,2375,Maraekakaho,"Maraekakaho School, 68 Kereru Road",1910439.609,5604995.332
53,Tukituki,2376,Mayfair,"Mayfair School, 1008 Willowpark Road North",1931319.907,5605313.113
53,Tukituki,2377,Omahu,"Omahu School, 22 Taihape Road",1922874.08,5611904.475
53,Tukituki,2378,Onga Onga,"Onga Onga School, 51 Mill Street",1892236.355,5576111.905
53,Tukituki,2379,Otane,"Otane School, 35 Higginson Street",1910476.369,5577234.143
53,Tukituki,2380,Pakipaki,"Pakipaki School, 316 Pakipaki Road",1924758.307,5600031.402
53,Tukituki,2381,Parkvale,"Gordon Black Hall, 912 Queen Street East",1930681.669,5604004.7
53,Tukituki,2382,Parkvale,"Parkvale Kindergarten, 108 Park Road South",1930528.574,5603829.493
53,Tukituki,2383,Parkvale,"Parkvale School Hall, 1217 Howard Street",1931238.269,5603722.596
53,Tukituki,2384,Parkvale,"Takitimu Performing Arts School, 706 Albert Street",1930918.704,5604683.404
53,Tukituki,2385,Poukawa,"Poukawa School, 107 Poukawa Road",1918972.221,5592341.187
53,Tukituki,2386,Pukahu,"Riverbend Bible Church, 354 Te Aute Road",1929464.388,5600798.385
53,Tukituki,2387,Pukehamoamoa,"Pukehamoamoa School, 11 Matapiro Road",1916467.935,5616022.805
53,Tukituki,2388,Pukehou,"Pukehou School, 174 State Highway 2",1911031.477,5584345.826
53,Tukituki,2389,Raukawa,"Raukawa Hall, 1403 Raukawa Road",1911898.938,5597773.861
53,Tukituki,2390,Raureka,"Ebbett Park School, 600 Oliphant Road",1928347.288,5604749.709
53,Tukituki,2391,Raureka,"Raureka School Hall, 916 Gordon Road",1928196.972,5605373.239
53,Tukituki,2392,Sherenden,"Sherenden School, 2129 Taihape Road",1907401.251,5621013.438
53,Tukituki,2393,Springhill,"Springhill Community Hall, 1017 Wakarara Road",1889315.96,5582790.807
53,Tukituki,2396,Tikokino,"Tikokino School, 43 Owen Street",1895587.446,5586367.826
53,Tukituki,2398,Waimarama,"Mr Huggett's Garage, Redbridge, 585 Waimarama Road",1936876.536,5596039.758
53,Tukituki,2404,Waiwhare,"Waiwhare Community Centre, 27 River Road",1900776.949,5627580.92
53,Tukituki,2469,Elsthorpe,"Elsthorpe School, 25 Kenderdine Road",1925885.35,5574723.414
53,Tukituki,2864,Mayfair,"Karamu High School, 1036 Windsor Avenue",1931780.615,5604326.319
53,Tukituki,3701,Havelock North,"Havelock North Central Kindergarten, 20 Napier Road",1933054.384,5602212.682
53,Tukituki,3766,Camberley,"Community Centre, 703 Kiwi Street",1927599.01,5606776.35
53,Tukituki,3796,Waimarama,"Waimarama School, 27 Taupunga Road",1941318.703,5586448.379
54,Waikato,662,Gordonton,"Gordonton School, 50 Woodlands Road",1803562.668,5828674.982
54,Waikato,671,Horsham Downs,"Horsham Downs School, 4 Martin Lane",1798270.079,5825108.701
54,Waikato,673,Matangi,"Matangi School, 599 Matangi Road",1810734.833,5813278.008
54,Waikato,674,Newstead,"Newstead School, 429 Morrinsville Road",1807756.231,5816346.326
54,Waikato,676,Puketaha,"Puketaha School, 395 Puketaha Road",1805138.598,5822693.971
54,Waikato,679,Tamahere,"Tamahere School, 37 Devine Road",1807219.647,5810740.903
54,Waikato,680,Tauwhare,"Tauwhare School, 20 Scotmans Valley Road ",1816267.593,5816547.537
54,Waikato,721,Kaiaua,"Kaiaua School, 1061 East Coast Road",1804224.043,5891593.999
54,Waikato,725,Mangatangi,"Mangatangi School, 2047 Mangatangi Road",1795657.409,5880684.809
54,Waikato,726,Mangatawhiri,"Mangatawhiri School, 15 McKenzie Road",1788374.993,5879298.025
54,Waikato,980,Fencourt,"Goodwood School, 517 Fencourt Road",1817516.926,5808780.816
54,Waikato,982,Hinuera,"Hinuera School, corner Highway 29 & Hinuera Road",1842542.934,5803837.35
54,Waikato,985,Karapiro,"Karapiro School, 705 State Highway 1",1824474.929,5800472.093
54,Waikato,986,Kereone,"Kereone School, 779 Hutchinson Road",1830827.599,5823796.126
54,Waikato,988,Kiwitahi,"Kiwitahi School, 8 Chepmell Road",1827632.547,5819889.486
54,Waikato,992,Matamata,"Matamata College, 121 Firth Street",1843861.727,5810952.84
54,Waikato,993,Matamata,"Memorial Centre, Tainui Street",1844147.025,5811496.548
54,Waikato,994,Matamata,"Matamata Primary School, 115a  Broadway",1844443.261,5811438.977
54,Waikato,996,Morrinsville,"Morrinsville College, Alexandra Avenue",1823553.866,5829903.715
54,Waikato,997,Morrinsville,"David Street School, 45 David Street",1822639.358,5830011.261
54,Waikato,998,Morrinsville,"Kai-a-te-mata Marae, Kereone Road",1824399.409,5827922.37
54,Waikato,999,Morrinsville,"Methodist Church Hall, 318 Thames Street",1823753.578,5829512.9
54,Waikato,1001,Motumaoho,"Motumaoho School, 2085 Hamilton Road",1817931.857,5826225.353
54,Waikato,1003,Okauia,"Okauia Hall, 375 Okauia Springs Road",1850889.93,5814391.527
54,Waikato,1022,Te Miro,"Te Miro School, 443 Te Miro Road",1824051.624,5812533.089
54,Waikato,1028,Waharoa,"Waharoa School, 32 Ward Street",1842638.27,5817256.002
54,Waikato,1031,Walton,"Walton School, Main Road",1837776.112,5820339.739
54,Waikato,1032,Wardville,"Wairere School, Wardville Road",1844913.013,5821242.556
54,Waikato,1694,Glen Massey,"Glen Massey School, 897 Waingaro Road",1783075.034,5828415.216
54,Waikato,1698,Horotiu,"Horotiu School, Horotiu Bridge Road",1794358.253,5825092.507
54,Waikato,1699,Huntly,"Civic Centre, Riverside Room, 148 Main Street",1790650.039,5840844.428
54,Waikato,1700,Huntly,"Kimihia School, Tamihana Avenue",1791872.241,5842650.776
54,Waikato,1701,Huntly,"Red Cross Hall, Hakanoa Street",1790800.973,5841500.791
54,Waikato,1702,Huntly,"St Anthonys Catholic School, 102 Bailey Street",1790975.852,5843387.405
54,Waikato,1703,Huntly,"West Kindergarten, 26 Smith Avenue",1789604.829,5840261.599
54,Waikato,1704,Huntly,"Huntly West Primary School, Paki Street",1789914.74,5840949.226
54,Waikato,1705,Maramarua,"Maramarua School, 2200 State Highway 2",1797579.391,5874953.451
54,Waikato,1707,Mercer,"Mercer School, 15 Glass Road",1782388.838,5872501.293
54,Waikato,1708,Meremere,"Meremere School, Meremere Lane",1783709.381,5867846.205
54,Waikato,1710,Ngaruawahia,"Ngaruawahia Primary School, Galileo Street",1789797.854,5828574.928
54,Waikato,1711,Ngaruawahia,"Turangawaewae Marae, River Road",1789935.576,5829391.291
54,Waikato,1712,Ngaruawahia,"Waipa School, Kia Toa Road",1789579.802,5827955.473
54,Waikato,1713,Ohinewai,"Ohinewai School, 39 Ohinewai South Road",1790758.592,5848259.853
54,Waikato,1714,Onewhero,"Onewhero Area School, Hall Road",1769766.654,5866557.239
54,Waikato,1715,Orini,"Orini Combined School, 1389 Orini Road ",1804586.575,5841074.701
54,Waikato,1720,Pokeno,"Pokeno School, 54 Pokeno Road",1778712.752,5876213.9
54,Waikato,1722,Pukekawa,"Pukekawa School, 803 Highway 22",1775949.114,5865363.138
54,Waikato,1729,Pukemiro,"Pukemiro School, 4 John Avenue",1779477.498,5834080.187
54,Waikato,1733,Rangiriri,"Rangiriri School, 39 Rangiriri Road",1788702.164,5855304.422
54,Waikato,1734,Ruawaro,"Central Districts Memorial Hall, corner Hetherington & Waikokawa Roads",1784090.677,5843459.921
54,Waikato,1735,Taupiri,"Taupiri School, Green Lane Road",1793102.436,5834797.375
54,Waikato,1736,Te Akau,"Te Akau School, 953 Te Akau Road",1765238.005,5829260.086
54,Waikato,1738,Te Kauwhata,"Te Kauwhata College, Waerenga Road",1790239.786,5858519.581
54,Waikato,1739,Te Kohanga,"Te Kohanga School, 976 Tuakau-Port Waikato Main Road",1763512.457,5868841.183
54,Waikato,1742,Te Uku,"Te Uku School, 3436 State Highway 23",1772241.832,5811461.509
54,Waikato,1745,Waerenga,"Waerenga School, 1066 Taniwha Road",1800688.424,5861479.556
54,Waikato,1746,Waikaretu,"Waikaretu School, 1448 Waikaretu Valley Road",1761856.282,5843263.071
54,Waikato,1748,Waingaro,"Waingaro School, 5844 Highway 22",1773655.015,5828365.311
54,Waikato,1750,Waiterimu,"Waiterimu School, 166 Waiu Road",1801115.401,5850120.905
54,Waikato,1755,Whitikahu,"Whitikahu School, 763 Whitikahu Road",1807063.739,5834732.202
54,Waikato,2875,Whitehall,"Whitehall School, 12 Brunskill Road",1827296.049,5804533.877
54,Waikato,2973,Glen Murray,"Glen Murray Hall, 2400 State Highway 22",1774066.522,5854162.067
54,Waikato,3333,Te Poi,"Te Poi School, 3 Stopford Road",1850495.683,5804706.771
54,Waikato,3334,Naike,"Naike Community Hall (old school), State Highway 22",1772733.105,5846088.242
54,Waikato,3590,Port Waikato,"Port Waikato Community Hall, Sunset Beach Car Park",1751448.014,5859517.295
54,Waikato,3953,Huntly,"Te Whare Oranga, 147 Harris Street",1790180.566,5841681.79
55,Waimakariri,2406,Belfast,"Belfast School, 700 Main North Road",1569846.706,5188741.88
55,Waimakariri,2414,Clarkville,"Clarkville School, 10 Heywards Road",1569502.777,5194029.903
55,Waimakariri,2415,Cust,"Cust School, 473 Earlys Road",1549805.683,5204300.422
55,Waimakariri,2417,Fernside,"Fernside School, 285 O'Roarkes Road",1562178.486,5204384.244
55,Waimakariri,2420,Kaiapoi,"Kaiapoi High School Auditorium,  85 Ohoka Road",1571338.089,5196128.124
55,Waimakariri,2421,Kaiapoi,"Kaiapoi North School, 278 Williams Street",1572749.566,5197379.651
55,Waimakariri,2423,Marshland,"Marshland School, 329 Prestons Road",1572417.759,5186484.778
55,Waimakariri,2424,Ohoka,"Ohoka School, 261 Jacksons Road",1566827.767,5197996.455
55,Waimakariri,2425,Oxford,"Jaycee's Room, Main Street",1533845.667,5205651.985
55,Waimakariri,2427,Papanui,"Casebrook Intermediate, 90 Veitches Road",1567959.485,5185603.025
55,Waimakariri,2430,Rangiora,"Ashgrove School, 48 Seddon Street",1566057.134,5205793.671
55,Waimakariri,2431,Rangiora,"Rangiora Borough School, 157 King Street",1566769.868,5205190.87
55,Waimakariri,2432,Rangiora,"Rangiora High School, East Belt",1567451.638,5205992.568
55,Waimakariri,2433,Rangiora,"Southbrook School, 26 Marshall Street",1567552.557,5203391.498
55,Waimakariri,2435,Redwood,"Early Childhood Centre, 339 Main North Road",1568962.093,5186120.852
55,Waimakariri,2436,Redwood,"Northcote School, 26 Tuckers Road",1568755.177,5185881.938
55,Waimakariri,2437,Redwood,"Redwood Play Centre, 40 Dunedin Street",1569485.893,5186124.861
55,Waimakariri,2438,Redwood,"Redwood School, 51 Prestons Road",1569429.906,5186531.706
55,Waimakariri,2439,Redwood,"Scout Hall, 20 Sturrocks Road",1568822.142,5186310.778
55,Waimakariri,2441,Swannanoa,"Swannanoa School, 1305 Tram Road ",1559131.515,5198045.49
55,Waimakariri,2443,Tuahiwi,"Tuahiwi School, 206 Tuahiwi Road",1571124.227,5202004.954
55,Waimakariri,2444,View Hill,"View Hill School, 496 Island Road",1524714.263,5205558.969
55,Waimakariri,2445,Waikuku,"Waikuku School, State Highway 1",1574360.12,5206522.234
55,Waimakariri,2446,Waikuku Beach,"Waikuku Beach Hall, Park Terrace",1576989.155,5207206.918
55,Waimakariri,2447,West Eyreton,"West Eyreton School, 1650 North Eyre Road",1548140.222,5200174.766
55,Waimakariri,2995,Rangiora,"McAlpine Band Hall, 8a Good Street",1567261.697,5205493.751
55,Waimakariri,3344,Eyreton,"Eyreton Hall, corner Mandeville & South Eyre Roads",1564862.502,5192847.327
55,Waimakariri,3407,Kaiapoi,"Kaiapoi Co-operating Parish, Wesley Centre, 53 Fuller Street",1571954.859,5196501.982
55,Waimakariri,3424,Belfast,"Papanui ACC Office, Northwood Supa Centre, 1 Radcliffe Road",1569687.778,5188071.131
55,Waimakariri,3506,Woodend,"Woodend School, Main North Road",1572871.597,5203087.53
55,Waimakariri,3851,Northwood,"Northwood Nursery and Preschool, 1 O'Neill Avenue",1569324.918,5187929.178
55,Waimakariri,3896,Belfast,"Belfast Salvation Army, 792-794 Main North Road",1570212.555,5189532.588
55,Waimakariri,3897,Kaiapoi,"Kaiapoi Rugby Club, Smith Street ",1572356.712,5197146.74
55,Waimakariri,3946,Pegasus,"Pegasus Town General Store, Upstairs Meeting Rooms, 8 Tahuna Street",1575511.632,5204217.062
56,Wairarapa,2394,Takapau,Takapau School Hall (Nancy Street entrance),1885578.121,5564063.876
56,Wairarapa,2400,Waipawa,"Waipawa School, Technology Block, 6 Harker Street",1906734.309,5572326.768
56,Wairarapa,2402,Waipukurau,"Waipukurau School Hall, St Marys Road",1903499.753,5566558.058
56,Wairarapa,2403,Waipukurau,"The Terrace School Staffroom, 164 Porangahau Road",1902875.439,5565501.219
56,Wairarapa,2449,Alfredton,"Alfredton School, corner Alfredton Road & Route 52",1841513,5492731.716
56,Wairarapa,2450,Carterton,"Dalefield School, corner Dalefield & Thomas Roads",1808298.554,5455467.402
56,Wairarapa,2451,Carterton,"Carterton Kindergarten, 3 Victoria Street",1812225.974,5455174.783
56,Wairarapa,2452,Carterton,"Parkvale Hall, corner Nix & Para Roads",1814555.672,5451766.948
56,Wairarapa,2453,Carterton,"Carterton School Hall, corner Holloway & Dixon Streets",1812759.049,5455219.708
56,Wairarapa,2454,Carterton,"South End School, 275 High Street South",1811768.788,5454413.751
56,Wairarapa,2455,Carterton,"West Taratahi Hall, Chester Road",1814755.664,5463917.752
56,Wairarapa,2458,Dannevirke,"Dannevirke High School Canteen, Grant Street",1863945.594,5545282.722
56,Wairarapa,2461,Dannevirke,"Huia Range School, corner Cole & High Streets",1864627.905,5545433.863
56,Wairarapa,2462,Dannevirke,"Ruahine School, 333 Maharahara Road",1855496.109,5541933.328
56,Wairarapa,2464,Dannevirke,"Dannevirke South School Hall, corner Stairs & Hunter Streets",1863192.323,5544425.232
56,Wairarapa,2465,Dannevirke,"Totara College, 3 Ruahine Street",1864914.935,5546489.412
56,Wairarapa,2468,Eketahuna,"Eketahuna School, Albert Street",1829058.792,5496651.549
56,Wairarapa,2470,Featherston,"Featherston School Hall, corner Lyons & Revans Streets",1795336.822,5445458.357
56,Wairarapa,2471,Featherston,"South Featherston School, South Featherston Road",1797384.553,5443200.888
56,Wairarapa,2474,Greytown,"Kuranui College Student Centre, Bidwells Cutting Road",1805858.047,5448070.936
56,Wairarapa,2475,Greytown,"Greytown School Hall, 76 East Street",1806676.318,5449165.92
56,Wairarapa,2476,Kahutara,"Kahutara School Sports Centre, Kahutara Road",1796187.672,5433380.542
56,Wairarapa,2480,Martinborough,"Martinborough School Hall, 14 Dublin Street",1805602.293,5434062.751
56,Wairarapa,2482,Masterton,"Chanel College Hall, 26 Herbert Street",1823439.816,5462276.232
56,Wairarapa,2484,Masterton,"Courthouse, 41 Dixon Street",1824189.118,5463346.324
56,Wairarapa,2486,Masterton,"Fernridge School Hall, 264 Upper Plain Road",1820235.733,5465319.265
56,Wairarapa,2488,Masterton,"IDEA Services (IHC Centre), 46 Bentley Street",1823909.202,5464199.531
56,Wairarapa,2491,Masterton,"Solway School Hall, 318 Ngaumutawa Road",1819885.243,5462432.79
56,Wairarapa,2494,Masterton,"Douglas Park School Hall, 136 Cole Street",1822774.957,5463909.642
56,Wairarapa,2497,Masterton,"Young Citizens Hall, 205 Chapel Street",1823027.816,5462724.379
56,Wairarapa,2498,Mauriceville,"Mauriceville School, 1378 Opaki-Kaiparoro Road",1828038.422,5482682.06
56,Wairarapa,2499,Norsewood,"Norsewood School, Coronation Street",1874298.18,5559427.412
56,Wairarapa,2500,Omakere,"Omakere School, Long Range Road",1920248.06,5559827.518
56,Wairarapa,2501,Opaki,"Opaki School Hall, 36 Waipipi Road",1824196.015,5469366.524
56,Wairarapa,2503,Mangamaire,"Mangamaire School, 192 Tutaekara Road",1833143.389,5511318.714
56,Wairarapa,2504,Mangatainoka,"Mangatainoka School, corner State Highway 2 & Makuri Street",1842901.424,5521987.493
56,Wairarapa,2505,Pahiatua,"Pahiatua School Hall, corner Albert Street & Mangahao Road",1840755.761,5518253.108
56,Wairarapa,2506,Pahiatua,"Tararua District Council Chambers, 136 Main Street",1840774.772,5517973.012
56,Wairarapa,2507,Pirinoa,"Pirinoa School, Lake Ferry Road",1784411.852,5419684.568
56,Wairarapa,2508,Pongaroa,"Pongaroa School, 9 Makomako Street",1870535.902,5507288.941
56,Wairarapa,2509,Porangahau,"Porangahau School, Keppel Street",1907440.693,5532229.315
56,Wairarapa,2510,Tinui,"Tinui School, 25 Charles Street",1858928.122,5470249.141
56,Wairarapa,2511,Wainuioru,"Wainuioru School, Stronvar Road",1836167.54,5453304.191
56,Wairarapa,2514,Weber,"Weber School, Dannevirke-Weber Road",1881143.776,5522423.7
56,Wairarapa,2515,Whareama,"Whareama School, 82 Langdale Road",1855548.191,5461666.187
56,Wairarapa,2516,Woodville,"Woodville School Hall, Vogel Street",1843831.354,5530810.79
56,Wairarapa,3152,Masterton,"Town Hall, 64 Chapel Street",1823899.088,5463483.394
56,Wairarapa,3167,Waipawa,"Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",1906263.963,5572298.675
56,Wairarapa,3168,Waipukurau,"Central Hawkes Bay College Library, 45 Tavistock Road",1903971.163,5565977.698
56,Wairarapa,3346,Masterton,"Masterton Intermediate School Hall, 38 Intermediate Street",1822227.669,5462665.488
56,Wairarapa,3347,Masterton,"Lakeview School Hall, corner Te Ore Ore & Colombo Roads",1825504.391,5463570.168
56,Wairarapa,3348,Dannevirke,"Dannevirke Sports Centre, Anderson Street",1864219.829,5544199.22
56,Wairarapa,3846,Masterton,"Westside Playcentre, corner Renall Street & Ngaumutawa Road",1822019.811,5463805.732
56,Wairarapa,3847,Gladstone,"Gladstone School Hall, Te Whiti Road",1822940.29,5448944.024
56,Wairarapa,3848,Dannevirke,"The Hub, Allardice Street",1863916.675,5544309.245
56,Wairarapa,3879,Masterton,"Makoura College Hall Foyer, corner Makora Road & Johnstone Street",1824381.95,5462085.051
57,Waitakere,2295,Glen Eden,"Te Kura Kaupapa Māori o Hoani Waititi Marae, 441 West Coast Road",1745343.011,5914356.1
57,Waitakere,2297,Henderson,"Henderson High School, 31 Henderson Valley Road",1745097.192,5916796.292
57,Waitakere,2301,Henderson,"Henderson Primary School, 13 Montel Avenue",1745838.484,5917102.731
57,Waitakere,2304,Henderson,"Western Heights School, 126 Sturges Road",1744009.984,5916974.1
57,Waitakere,2305,Henderson,"Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road",1744974.785,5915502.218
57,Waitakere,2306,Henderson,"Henderson South School, 24 Garelja Road",1744566.335,5916258.305
57,Waitakere,2309,Ranui,"Birdwood School, 23 Karepo Crescent",1742795.297,5919902.257
57,Waitakere,2311,Sunnyvale,"Sunnyvale Community Hall, 18 Sunnyside Road",1745760.824,5915431.79
57,Waitakere,2312,Sunnyvale,"Sunnyvale Primary School, 34 Ribblesdale Road",1745666.124,5915789.556
57,Waitakere,2322,Glen Eden,"Glen Eden Baptist Church Hall, 97 Glendale Road",1746834.564,5912971.229
57,Waitakere,2323,Glen Eden,"Catholic Church Hall, 7 Glendale Road",1746904.883,5913817.265
57,Waitakere,2324,Glen Eden,"Prospect School Hall, 76 Rosier Road",1746079.045,5913280.696
57,Waitakere,2325,Glen Eden,"Glen Eden Primary School, 3 Glenview Road",1747177.515,5913986.785
57,Waitakere,2531,Oratia,"Oratia District School, 1 Shaw Road",1744346.738,5913548.234
57,Waitakere,2533,Piha,"Barnett Hall, 2 North Piha Road",1730421.031,5910486.388
57,Waitakere,2535,Swanson,"Swanson School, 703 Swanson Road",1740953.606,5918886.719
57,Waitakere,2537,Waiatarua,"Waiatarua Community Hall, 911 West Coast Road",1740715.174,5911553.357
57,Waitakere,2540,Waitakere,"Waitakere Primary School, 10 Bethells Road",1737254.083,5920446.06
57,Waitakere,2889,Henderson,"Henderson Valley Primary School, 389 Henderson Valley Road",1741867.928,5915143.098
57,Waitakere,3624,Ranui,"Ranui Community House, 474 Swanson Road",1742860.097,5918999.517
57,Waitakere,3692,Sunnyvale,"Kelston Community Centre, 126 Awaroa Road ",1746696.961,5915303.668
57,Waitakere,3762,Ranui,"Ranui Primary School, 16a Ranui Station Road",1742864.481,5918807.554
57,Waitakere,3763,Ranui,"Ranui Pacific Islanders Presbyterian Church, 35 Armada Drive",1742811.842,5919130.402
57,Waitakere,3831,Henderson,"The Church of Jesus Christ of Latter-Day Saints, 7 Harvest Drive",1744145.699,5917608.284
58,Waitaki,21,Albury,"Albury School, 5-7 Station Street",1429939.165,5100323.061
58,Waitaki,26,Cave,"Cave Hall, Elizabeth Street",1436492.762,5091599.515
58,Waitaki,29,Fairlie,"Fairlie Primary School, 21 School Road",1425968.002,5114722.342
58,Waitaki,30,Fairview,"Barton Rural School, 462 Fairview Road",1454424.617,5080968.888
58,Waitaki,32,Geraldine,"Geraldine High School Library, 85 McKenzie Street",1459795.667,5116439.85
58,Waitaki,33,Glenavy,"Glenavy School, 15 Ruane Street",1449897.772,5024783.275
58,Waitaki,38,Ikawai,"Memorial Hall, 2425 Hakataramea Highway (State Highway 82)",1431621.72,5029311.328
58,Waitaki,39,Kingsdown,"Kingsdown Hall, Normanby Road",1459939.12,5076548.965
58,Waitaki,40,Kurow,"Memorial Hall, 49 Gordon Street",1399512.266,5043458.311
58,Waitaki,41,Lake Tekapo,"Lake Tekapo School, Aorangi Crescent",1397558.956,5124464.129
58,Waitaki,42,Makikihi,"Makikihi School, 12 Station Road",1452645.651,5056245.4
58,Waitaki,45,Morven,"Morven School, 41 Donald Street",1450730.22,5035170.593
58,Waitaki,48,Omarama,"Omarama School, Omarama Avenue",1358439.409,5069316.688
58,Waitaki,50,Otaio,"Otaio Community Centre, 7 Woolshed Road",1453221.869,5061037.214
58,Waitaki,51,Otematata,"Otematata Fire Station, 1 Tasman Road",1377310.275,5056908.09
58,Waitaki,53,Pareora,"Pareora Campus School, corner Elworthy & Davidson Streets",1457833.338,5072490.398
58,Waitaki,54,Peel Forest,"Peel Forest Hall, 1209 Peel Forest Road",1460292.413,5136685.16
58,Waitaki,59,Southburn,"Southburn Hall, corner Caird & Pareora River Roads",1449244.408,5075951.812
58,Waitaki,60,St Andrews,"St Andrews School, 21 Bluecliffs Road",1456005.905,5067850.983
58,Waitaki,88,Totara Valley,"Combined Districts Hall, Totara Valley Road",1441779.922,5101100.577
58,Waitaki,89,Twizel,"Twizel Area School, Mt Cook Street",1368469.02,5095753.391
58,Waitaki,90,Waihao Downs,"Waihao Downs School, 1139 Hakataramea Highway",1436060.254,5038176.233
58,Waitaki,92,Waimate,"Centennial School, 5 Hughes Street",1444732.008,5045346.583
58,Waitaki,93,Waimate,"Waimate Main School Hall, 29 John Street",1445305.515,5044493.023
58,Waitaki,94,Waimate,"Silver Band Hall, 135 High Street",1445144.114,5045133.865
58,Waitaki,95,Waitohi,"Centennial Hall, Main Waitohi Road",1454908.898,5102065.426
58,Waitaki,97,Woodbury,"Woodbury School, 559 Woodbury Road",1456331.181,5122685.33
58,Waitaki,1524,Alexandra,"Dunstan High School Hall, 12 Enterprise Street",1316452.752,4983382.219
58,Waitaki,1525,Alexandra,"Alexandra Primary School, 2 Ventry Street",1316752.121,4982337.822
58,Waitaki,1526,Alexandra,"St Gerard's Parish Hall, 2 Station Street (Tarbert Street entrance)",1317240.73,4982994.82
58,Waitaki,1527,Ardgowan,"Ardgowan School, 219 Ardgowan Road",1440005.053,5008245.225
58,Waitaki,1530,Clyde,"Clyde Primary School, 25 Blyth Street",1310858.349,4989251.386
58,Waitaki,1533,Duntroon,"Duntroon Primary School, Livingstone Street",1417144.582,5030490.521
58,Waitaki,1535,Ettrick,"Community Hall, 5155 Ettrick-Raes Junction Road (State Highway 8)",1316998.558,4939810.728
58,Waitaki,1536,Five Forks,"Five Forks Primary School, 1403 Kakanui Valley Road",1424381.069,5009100.784
58,Waitaki,1540,Hampden,"Hampden Primary School, 41-47 Norwich Street",1428840.056,4978591.182
58,Waitaki,1541,Lake Hawea,"Community Centre, Myra Street",1303241.244,5053404.765
58,Waitaki,1545,Kakanui,"Kakanui Primary School, 5 Fyfe Place",1434465.196,4994137.535
58,Waitaki,1550,Luggate,"Luggate Hall, State Highway 6",1304818.539,5038097.06
58,Waitaki,1552,Maheno,"Maheno Primary School, 5 Short Street",1429831.562,4996203.056
58,Waitaki,1554,Millers Flat,"Millers Flat School Library, 1655 Teviot Road",1320372.157,4937488.049
58,Waitaki,1555,Moeraki,"Coronation Hall, 41 Haven Street",1431121.003,4974673.894
58,Waitaki,1556,Naseby,"Fire Brigade Rooms, corner Ness & Tay Streets",1375130.612,5010515.38
58,Waitaki,1560,Oamaru,"Eveline Church Hall, 424a Thames Highway",1441561.188,5006742.701
58,Waitaki,1561,Oamaru,"Fenwick School, 25a Arun Street",1439675.403,5003268.424
58,Waitaki,1564,Oamaru,"Garrison Band Hall, corner Severn and Isis Streets",1440228.545,5004181.815
58,Waitaki,1566,Oamaru,"North Otago Vintage Car Club, 1 Stoke Street",1439476.893,5005011.079
58,Waitaki,1567,Oamaru,"North School, 40 Torridge Street",1440382.936,5004861.88
58,Waitaki,1568,Oamaru,"Pembroke School, Harlech Street",1441210.531,5006386.438
58,Waitaki,1570,Oamaru,"St Luke's Hall, 3 Wharfe Street",1440087.994,5003686.743
58,Waitaki,1574,Omakau,"Omakau Primary School, 9 Deaker Street",1332678.507,5001321.568
58,Waitaki,1575,Oturehua,"Community Hall, Main Road",1356701.925,5011635.226
58,Waitaki,1576,Palmerston,"Community Centre, 104a Ronaldsay Street",1421341.514,4960515.947
58,Waitaki,1577,Papakaio,"Papakaio Primary School, 17 Papakaio Road",1440728.391,5016193.095
58,Waitaki,1579,Poolburn,"Poolburn School, 1017 Ida Valley-Omakau Road",1340355.497,4996576.526
58,Waitaki,1580,Pukeuri,"Public Hall, 51 Works Road",1444874.028,5011240.983
58,Waitaki,1582,Ranfurly,"Maniototo Community Library, 15 Caulfeild Street",1371917.38,4999040.84
58,Waitaki,1583,Roxburgh,"Roxburgh Area School Library, 78 Scotland Street",1312003.916,4950643.394
